date,industry,count
2018-05-01,"Rental, Hiring and Real Estate Services",220.684
2018-05-01,"Professional, Scientific and Technical Services",1054.331
2018-05-01,Administrative and Support Services,415.631
2018-05-01,Public Administration and Safety,786.693
2018-05-01,Education and Training,1005
2018-05-01,Health Care and Social Assistance,1674.197
2018-05-01,Arts and Recreation Services,246.758
2018-05-01,Other Services,469.348
2018-08-01,"Agriculture, Forestry and Fishing",323.692
2018-08-01,Mining,252.741
2018-08-01,Manufacturing,976.549
2018-08-01,"Electricity, Gas, Water and Waste Services",144.632
2018-08-01,Construction,1186.126
2018-08-01,Wholesale Trade,361.12
2018-08-01,Retail Trade,1271.398
2018-08-01,Accommodation and Food Services,884.229
2018-08-01,"Transport, Postal and Warehousing",640.379
2018-08-01,Information Media and Telecommunications,221.669
2018-08-01,Financial and Insurance Services,456.452
2018-08-01,"Rental, Hiring and Real Estate Services",225.283
2018-08-01,"Professional, Scientific and Technical Services",1065.459
2018-08-01,Administrative and Support Services,394.666
2018-08-01,Public Administration and Safety,835.49
2018-08-01,Education and Training,1006.417
2018-08-01,Health Care and Social Assistance,1669.902
2018-08-01,Arts and Recreation Services,250.693
2018-08-01,Other Services,481.044
2018-11-01,"Agriculture, Forestry and Fishing",333.745
2018-11-01,Mining,255.036
2018-11-01,Manufacturing,910.6
2018-11-01,"Electricity, Gas, Water and Waste Services",153.632
2018-11-01,Construction,1164.048
2018-11-01,Wholesale Trade,411.695
2018-11-01,Retail Trade,1277.178
2018-11-01,Accommodation and Food Services,905.603
2018-11-01,"Transport, Postal and Warehousing",650.476
2018-11-01,Information Media and Telecommunications,223.786
2018-11-01,Financial and Insurance Services,444.957
2018-11-01,"Rental, Hiring and Real Estate Services",216.75
2018-11-01,"Professional, Scientific and Technical Services",1083.225
2018-11-01,Administrative and Support Services,414.239
2018-11-01,Public Administration and Safety,838.847
2018-11-01,Education and Training,1040.292
2018-11-01,Health Care and Social Assistance,1681.841
2018-11-01,Arts and Recreation Services,243.332
2018-11-01,Other Services,492.688
2019-02-01,"Agriculture, Forestry and Fishing",333.611
2019-02-01,Mining,247.843
2019-02-01,Manufacturing,865.977
2019-02-01,"Electricity, Gas, Water and Waste Services",150.349
2019-02-01,Construction,1146.965
2019-02-01,Wholesale Trade,386.294
2019-02-01,Retail Trade,1280.741
2019-02-01,Accommodation and Food Services,911.306
2019-02-01,"Transport, Postal and Warehousing",658.901
2019-02-01,Information Media and Telecommunications,217.21
2019-02-01,Financial and Insurance Services,441.492
2019-02-01,"Rental, Hiring and Real Estate Services",214.36
2019-02-01,"Professional, Scientific and Technical Services",1127.742
2019-02-01,Administrative and Support Services,422.429
2019-02-01,Public Administration and Safety,858.296
2019-02-01,Education and Training,1025.644
2019-02-01,Health Care and Social Assistance,1691.772
2019-02-01,Arts and Recreation Services,250.897
2019-02-01,Other Services,525.568
2019-05-01,"Agriculture, Forestry and Fishing",328.188
2019-05-01,Mining,246.268
2019-05-01,Manufacturing,898.037
2019-05-01,"Electricity, Gas, Water and Waste Services",156.213
2019-05-01,Construction,1175.68
2019-05-01,Wholesale Trade,405.417
2019-05-01,Retail Trade,1298.394
2019-05-01,Accommodation and Food Services,913.687
2019-05-01,"Transport, Postal and Warehousing",663.17
2019-05-01,Information Media and Telecommunications,198.184
2019-05-01,Financial and Insurance Services,435.764
2019-05-01,"Rental, Hiring and Real Estate Services",214.523
2019-05-01,"Professional, Scientific and Technical Services",1138.567
2019-05-01,Administrative and Support Services,461.413
2019-05-01,Public Administration and Safety,834.328
2019-05-01,Education and Training,1068.495
2019-05-01,Health Care and Social Assistance,1678.762
2019-05-01,Arts and Recreation Services,257.382
2019-05-01,Other Services,515.066
2019-08-01,"Agriculture, Forestry and Fishing",321.772
2019-08-01,Mining,241.506
2019-08-01,Manufacturing,873.542
2019-08-01,"Electricity, Gas, Water and Waste Services",162.74
2019-08-01,Construction,1176.626
2019-08-01,Wholesale Trade,406.476
2019-08-01,Retail Trade,1279.861
2019-08-01,Accommodation and Food Services,915.179
2019-08-01,"Transport, Postal and Warehousing",665.553
2019-08-01,Information Media and Telecommunications,211.361
2019-08-01,Financial and Insurance Services,446.785
2019-08-01,"Rental, Hiring and Real Estate Services",219.576
2019-08-01,"Professional, Scientific and Technical Services",1156.751
2019-08-01,Administrative and Support Services,467.534
2019-08-01,Public Administration and Safety,817.909
2019-08-01,Education and Training,1088.192
2019-08-01,Health Care and Social Assistance,1734.22
2019-08-01,Arts and Recreation Services,248.244
2019-08-01,Other Services,506.77
2019-11-01,"Agriculture, Forestry and Fishing",319.883
2019-11-01,Mining,249.671
2019-11-01,Manufacturing,924.449
2019-11-01,"Electricity, Gas, Water and Waste Services",151.527
2019-11-01,Construction,1193.616
2019-11-01,Wholesale Trade,381.969
2019-11-01,Retail Trade,1252.732
2019-11-01,Accommodation and Food Services,925.384
2019-11-01,"Transport, Postal and Warehousing",649.282
2019-11-01,Information Media and Telecommunications,210.768
2019-11-01,Financial and Insurance Services,466.266
2019-11-01,"Rental, Hiring and Real Estate Services",219.096
2019-11-01,"Professional, Scientific and Technical Services",1158.316
2019-11-01,Administrative and Support Services,438.826
2019-11-01,Public Administration and Safety,841.627
2019-11-01,Education and Training,1065.08
2019-11-01,Health Care and Social Assistance,1770.161
2019-11-01,Arts and Recreation Services,254.137
2019-11-01,Other Services,506.221
2020-02-01,"Agriculture, Forestry and Fishing",324.499
2020-02-01,Mining,240.926
2020-02-01,Manufacturing,921.087
2020-02-01,"Electricity, Gas, Water and Waste Services",132.594
2020-02-01,Construction,1182.671
2020-02-01,Wholesale Trade,389.916
2020-02-01,Retail Trade,1244.774
2020-02-01,Accommodation and Food Services,938.91
2020-02-01,"Transport, Postal and Warehousing",647.008
2020-02-01,Information Media and Telecommunications,216.12
2020-02-01,Financial and Insurance Services,465.963
2020-02-01,"Rental, Hiring and Real Estate Services",219.271
2020-02-01,"Professional, Scientific and Technical Services",1166.295
2020-02-01,Administrative and Support Services,434.126
2020-02-01,Public Administration and Safety,822.855
2020-02-01,Education and Training,1122.433
2020-02-01,Health Care and Social Assistance,1791.824
2020-02-01,Arts and Recreation Services,248.1
2020-02-01,Other Services,488.601
2020-05-01,"Agriculture, Forestry and Fishing",354.545
2020-05-01,Mining,233.311
2020-05-01,Manufacturing,852.76
2020-05-01,"Electricity, Gas, Water and Waste Services",164.606
2020-05-01,Construction,1174.06
2020-05-01,Wholesale Trade,390.358
2020-05-01,Retail Trade,1189.095
2020-05-01,Accommodation and Food Services,645.859
2020-05-01,"Transport, Postal and Warehousing",583.203
2020-05-01,Information Media and Telecommunications,183.497
2020-05-01,Financial and Insurance Services,486.319
2020-05-01,"Rental, Hiring and Real Estate Services",220.576
2020-05-01,"Professional, Scientific and Technical Services",1108.982
2020-05-01,Administrative and Support Services,388.989
2020-05-01,Public Administration and Safety,849.417
2020-05-01,Education and Training,1033.157
2020-05-01,Health Care and Social Assistance,1731.894
2020-05-01,Arts and Recreation Services,160.33
2020-05-01,Other Services,435.84
